"Plot_name","Quadrat_corner","Species_or_type","Count","Phenophase","Date","Notes","Plot_event_ID","Sample_number1","Sample_number2"
"DPB-004","SW","Deinandra increscens",3,"flowers",2022-09-17,"unknown species",1562,1320,-9999
"SRB-046","NE","Annual grass",5,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-046","NE","Brassica nigra - Black mustard",25,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-046","NE","Erodium sp.",9,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-046","NW","Annual grass",10,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-046","NW","Brassica nigra - Black mustard",26,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-046","SE","Annual grass",18,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-046","SE","Brassica nigra - Black mustard",21,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-046","SW","Annual grass",30,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-046","SW","Brassica nigra - Black mustard",8,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-046","SW","Carduus pycnocephalus - Italian thistle",1,"full senescence",2022-09-15,"N/A",1526,1631,-9999
"SRB-010","NE","NPV",20,"N/A",2022-09-15,"N/A",1529,1632,-9999
"SRB-010","NW","NPV",22,"N/A",2022-09-15,"N/A",1529,1632,-9999
"SRB-010","SE","NPV",18,"N/A",2022-09-15,"N/A",1529,1632,-9999
"SRB-010","SW","NPV",24,"N/A",2022-09-15,"N/A",1529,1632,-9999
"CSM-003","NE","NPV",22,"N/A",2022-09-16,"N/A",1658,1646,-9999
"CSM-003","NW","NPV",25,"N/A",2022-09-16,"N/A",1658,1646,-9999
"CSM-003","SE","NPV",12,"N/A",2022-09-16,"N/A",1658,1646,-9999
"CSM-003","SW","NPV",34,"N/A",2022-09-16,"N/A",1658,1646,-9999
"DPB-004","NE","Bromus diandrus - Ripgut brome",27,"full senescence",2022-09-17,"N/A",1562,1647,-9999
"DPB-004","NE","NPV",12,"N/A",2022-09-17,"N/A",1562,1647,-9999
"DPB-004","NW","Bromus diandrus - Ripgut brome",45,"full senescence",2022-09-17,"N/A",1562,1647,-9999
"DPB-004","NW","NPV",1,"N/A",2022-09-17,"N/A",1562,1647,-9999
"DPB-004","SE","Bromus diandrus - Ripgut brome",10,"full senescence",2022-09-17,"N/A",1562,1647,-9999
"DPB-004","SE","NPV",12,"N/A",2022-09-17,"N/A",1562,1647,-9999
"DPB-004","SW","Bromus diandrus - Ripgut brome",32,"full senescence",2022-09-17,"N/A",1562,1647,-9999
"DPB-004","SW","NPV",6,"N/A",2022-09-17,"N/A",1562,1647,-9999
"DPB-003","NE","NPV",44,"N/A",2022-09-17,"N/A",1565,1650,-9999
"DPB-003","NW","NPV",34,"N/A",2022-09-17,"N/A",1565,1650,-9999
"DPB-003","SE","NPV",43,"N/A",2022-09-17,"N/A",1565,1650,-9999
"DPB-003","SW","NPV",35,"N/A",2022-09-17,"N/A",1565,1650,-9999
"SRB-100","NE","Annual grass",29,"full senescence",2022-09-15,"N/A",1439,1653,-9999
"SRB-100","NW","Annual grass",29,"full senescence",2022-09-15,"N/A",1439,1653,-9999
"SRB-100","SE","Annual grass",26,"full senescence",2022-09-15,"N/A",1439,1653,-9999
"SRB-100","SW","Annual grass",31,"full senescence",2022-09-15,"N/A",1439,1653,-9999
"SRB-100","NE","NPV",21,"N/A",2022-09-15,"annual grass previous years",1439,1654,-9999
"SRB-100","NW","NPV",20,"N/A",2022-09-15,"annual grass previous years",1439,1654,-9999
"SRB-100","SE","NPV",21,"N/A",2022-09-15,"annual grass previous years",1439,1654,-9999
"SRB-100","SW","NPV",19,"N/A",2022-09-15,"annual grass previous years",1439,1654,-9999
"SRA-007","NE","Annual grass",4,"full senescence",2022-09-16,"N/A",1472,1668,-9999
"SRA-007","NE","Annual grass",12,"full senescence",2022-09-16,"Avena fatua - Wild oat",1472,1668,-9999
"SRA-007","NE","Annual grass",14,"full senescence",2022-09-16,"Bromus diandrus - Ripgut brome",1472,1668,-9999
"SRA-007","NW","Annual grass",9,"full senescence",2022-09-16,"N/A",1472,1668,-9999
"SRA-007","NW","Annual grass",2,"full senescence",2022-09-16,"Avena fatua - Wild oat",1472,1668,-9999
"SRA-007","NW","Annual grass",15,"full senescence",2022-09-16,"Bromus diandrus - Ripgut brome",1472,1668,-9999
"SRA-007","SE","Annual grass",39,"full senescence",2022-09-16,"Bromus diandrus - Ripgut brome",1472,1668,-9999
"SRA-007","SW","Annual grass",32,"full senescence",2022-09-16,"Bromus diandrus - Ripgut brome",1472,1668,-9999
"SRB-200","NE","Annual grass",5,"full senescence",2022-09-16,"Avena fatua - Wild oat",1475,1681,-9999
"SRB-200","NE","Annual grass",9,"full senescence",2022-09-16,"Bromus diandrus - Ripgut brome",1475,1681,-9999
"SRB-200","NE","NPV",4,"N/A",2022-09-16,"N/A",1475,1681,-9999
"SRB-200","NW","Annual grass",11,"full senescence",2022-09-16,"Avena fatua - Wild oat",1475,1681,-9999
"SRB-200","NW","NPV",9,"N/A",2022-09-16,"N/A",1475,1681,-9999
"SRB-200","SE","Annual grass",1,"full senescence",2022-09-16,"Bromus diandrus - Ripgut brome",1475,1681,-9999
"SRB-200","SW","Annual grass",6,"full senescence",2022-09-16,"Bromus diandrus - Ripgut brome",1475,1681,-9999
"SRB-200","SW","NPV",12,"N/A",2022-09-16,"N/A",1475,1681,-9999
"SRA-056","NE","Annual grass",6,"full senescence",2022-09-16,"Avena fatua - Wild oat",1478,1682,-9999
"SRA-056","NW","Annual grass",17,"full senescence",2022-09-16,"Avena fatua - Wild oat",1478,1682,-9999
"SRA-056","SE","Annual grass",6,"full senescence",2022-09-16,"Avena fatua - Wild oat",1478,1682,-9999
"SRA-056","SW","Annual grass",7,"full senescence",2022-09-16,"Avena fatua - Wild oat",1478,1682,-9999
"SRB-050","NE","Avena fatua - Wild oat",26,"full senescence",2022-09-16,"sheet says SE but I think it's NE",1481,1683,-9999
"SRB-050","NW","Avena fatua - Wild oat",26,"full senescence",2022-09-16,"N/A",1481,1683,-9999
"SRB-050","SE","Avena fatua - Wild oat",14,"full senescence",2022-09-16,"N/A",1481,1683,-9999
"SRB-050","SW","Avena fatua - Wild oat",25,"full senescence",2022-09-16,"N/A",1481,1683,-9999
"SRB-071","NE","Avena fatua - Wild oat",1,"full senescence",2022-09-18,"N/A",1670,1690,-9999
"SRB-071","NW","Avena fatua - Wild oat",7,"full senescence",2022-09-18,"N/A",1670,1690,-9999
"SRB-071","SW","Avena fatua - Wild oat",13,"full senescence",2022-09-18,"N/A",1670,1690,-9999
"SRB-071","NE","Eriogonum fasciculatum - California buckwheat",8,"early senescence",2022-09-18,"N/A",1670,1693,-9999
"SRB-071","NW","Eriogonum fasciculatum - California buckwheat",7,"early senescence",2022-09-18,"N/A",1670,1693,-9999
"SRB-071","SE","Eriogonum fasciculatum - California buckwheat",9,"early senescence",2022-09-18,"N/A",1670,1693,-9999
"SRB-071","SW","Eriogonum fasciculatum - California buckwheat",1,"early senescence",2022-09-18,"N/A",1670,1693,-9999
"DPB-001","NW","Croton setiger",7,"full leaf out",2022-09-17,"N/A",1520,1745,-9999
"DPB-001","SW","Croton setiger",3,"full leaf out",2022-09-17,"N/A",1520,1745,-9999
"CSM-001","NE","Jaumea carnosa - Jaumea",2,"full leaf out",2022-09-16,"N/A",1652,1750,-9999
"CSM-001","NW","Jaumea carnosa - Jaumea",10,"full leaf out",2022-09-16,"N/A",1652,1750,-9999
"CSM-001","SE","Jaumea carnosa - Jaumea",7,"full leaf out",2022-09-16,"N/A",1652,1750,-9999
"CSM-001","SW","Jaumea carnosa - Jaumea",34,"full leaf out",2022-09-16,"N/A",1652,1750,-9999
"CSM-001","NE","Salicornia pacifica - Pickleweed",11,"early senescence",2022-09-16,"N/A",1652,1751,-9999
"CSM-001","NE","Salicornia pacifica - Pickleweed",17,"full leaf out",2022-09-16,"N/A",1652,1751,-9999
"CSM-001","NW","Salicornia pacifica - Pickleweed",11,"full leaf out",2022-09-16,"N/A",1652,1751,-9999
"CSM-001","SE","Salicornia pacifica - Pickleweed",2,"early senescence",2022-09-16,"N/A",1652,1751,-9999
"CSM-001","SE","Salicornia pacifica - Pickleweed",15,"full leaf out",2022-09-16,"N/A",1652,1751,-9999
"CSM-001","SW","Salicornia pacifica - Pickleweed",1,"early senescence",2022-09-16,"N/A",1652,1751,-9999
"CSM-001","SW","Salicornia pacifica - Pickleweed",3,"full leaf out",2022-09-16,"N/A",1652,1751,-9999
"CSM-003","NE","Arthrocnemum subterminale - Parish's glasswort",20,"full leaf out",2022-09-16,"N/A",1658,1754,-9999
"CSM-003","NW","Arthrocnemum subterminale - Parish's glasswort",2,"early senescence",2022-09-16,"N/A",1658,1754,-9999
"CSM-003","NW","Arthrocnemum subterminale - Parish's glasswort",23,"full leaf out",2022-09-16,"N/A",1658,1754,-9999
"CSM-003","SE","Arthrocnemum subterminale - Parish's glasswort",20,"early senescence",2022-09-16,"N/A",1658,1754,-9999
"CSM-003","SE","Arthrocnemum subterminale - Parish's glasswort",17,"full leaf out",2022-09-16,"N/A",1658,1754,-9999
"CSM-003","SW","Arthrocnemum subterminale - Parish's glasswort",7,"early senescence",2022-09-16,"N/A",1658,1754,-9999
"CSM-003","SW","Arthrocnemum subterminale - Parish's glasswort",9,"full leaf out",2022-09-16,"N/A",1658,1754,-9999
"CSM-004","NE","Jaumea carnosa - Jaumea",39,"full leaf out ",2022-09-16,"N/A",1661,1755,-9999
"CSM-004","NW","Jaumea carnosa - Jaumea",23,"full leaf out",2022-09-16,"N/A",1661,1755,-9999
"CSM-004","SE","Jaumea carnosa - Jaumea",45,"full leaf out",2022-09-16,"N/A",1661,1755,-9999
"CSM-004","SW","Jaumea carnosa - Jaumea",38,"full leaf out",2022-09-16,"N/A",1661,1755,-9999
"CSM-005","NE","Salicornia pacifica - Pickleweed",9,"full leaf out",2022-09-16,"N/A",1664,1756,-9999
"CSM-005","NW","Salicornia pacifica - Pickleweed",24,"full leaf out",2022-09-16,"N/A",1664,1756,-9999
"CSM-005","SE","Salicornia pacifica - Pickleweed",5,"full leaf out",2022-09-16,"N/A",1664,1756,-9999
"CSM-005","SW","Salicornia pacifica - Pickleweed",2,"early senescence",2022-09-16,"N/A",1664,1756,-9999
"CSM-005","SW","Salicornia pacifica - Pickleweed",12,"full leaf out",2022-09-16,"N/A",1664,1756,-9999
"CSM-005","NE","Jaumea carnosa - Jaumea",23,"full leaf out",2022-09-16,"N/A",1664,1757,-9999
"CSM-005","NW","Jaumea carnosa - Jaumea",7,"full leaf out",2022-09-16,"N/A",1664,1757,-9999
"CSM-005","SE","Jaumea carnosa - Jaumea",32,"full leaf out",2022-09-16,"N/A",1664,1757,-9999
"CSM-005","SW","Jaumea carnosa - Jaumea",26,"full leaf out",2022-09-16,"N/A",1664,1757,-9999
"DPB-005","NE","NPV",41,"N/A",2022-09-17,"N/A",1502,1822,-9999
"DPB-005","NW","NPV",39,"N/A",2022-09-17,"N/A",1502,1822,-9999
"DPB-005","SE","NPV",27,"N/A",2022-09-17,"N/A",1502,1822,-9999
"DPB-005","SW","NPV",36,"N/A",2022-09-17,"N/A",1502,1822,-9999
"DPB-001","NE","NPV",39,"N/A",2022-09-17,"N/A",1520,1825,-9999
"DPB-001","NW","NPV",36,"N/A",2022-09-17,"N/A",1520,1825,-9999
"DPB-001","SE","NPV",54,"N/A",2022-09-17,"N/A",1520,1825,-9999
"DPB-001","SW","NPV",36,"N/A",2022-09-17,"N/A",1520,1825,-9999
"SRB-004","NE","Annual grass",18,"full senescence",2022-09-16,"Avena fatua - Wild oat",1559,1853,-9999
"SRB-004","NE","Annual grass",3,"full senescence",2022-09-16,"Bromus diandrus - Ripgut brome",1559,1853,-9999
"SRB-004","NE","NPV",3,"N/A",2022-09-16,"N/A",1559,1853,-9999
"SRB-004","NW","Annual grass",16,"full senescence",2022-09-16,"Avena fatua - Wild oat",1559,1853,-9999
"SRB-004","NW","Annual grass",2,"full senescence",2022-09-16,"Bromus diandrus - Ripgut brome",1559,1853,-9999
"SRB-004","NW","Annual grass",4,"full senescence",2022-09-16,"Bromus madritensis madritensis",1559,1853,-9999
"SRB-004","NW","NPV",1,"N/A",2022-09-16,"N/A",1559,1853,-9999
"SRB-004","SE","Annual grass",6,"full senescence",2022-09-16,"Avena fatua - Wild oat",1559,1853,-9999
"SRB-004","SE","Annual grass",5,"full senescence",2022-09-16,"Bromus sp.",1559,1853,-9999
"SRB-004","SW","Annual grass",21,"full senescence",2022-09-16,"Avena fatua - Wild oat",1559,1853,-9999
"SRB-015","NE","Avena fatua - Wild oat",37,"full senescence",2022-09-18,"N/A",1673,1866,-9999
"SRB-015","NW","Avena fatua - Wild oat",32,"full senescence",2022-09-18,"N/A",1673,1866,-9999
"SRB-015","SE","Avena fatua - Wild oat",42,"full senescence",2022-09-18,"N/A",1673,1866,-9999
"SRB-015","SW","Avena fatua - Wild oat",30,"full senescence",2022-09-18,"N/A",1673,1866,-9999
"SRB-015","NE","NPV",13,"N/A",2022-09-18,"Avena fatua last year",1673,1898,-9999
"SRB-015","NW","NPV",19,"N/A",2022-09-18,"Avena fatua last year",1673,1898,-9999
"SRB-015","SE","NPV",8,"N/A",2022-09-18,"Avena fatua last year",1673,1898,-9999
"SRB-015","SW","NPV",10,"N/A",2022-09-18,"Avena fatua last year",1673,1898,-9999
"SRB-071","NE","NPV",41,"N/A",2022-09-18,"N/A",1670,1911,-9999
"SRB-071","NW","NPV",29,"N/A",2022-09-18,"N/A",1670,1911,-9999
"SRB-071","SE","NPV",31,"N/A",2022-09-18,"N/A",1670,1911,-9999
"SRB-071","SW","NPV",32,"N/A",2022-09-18,"N/A",1670,1911,-9999
"DPA-001","NE","Malva parviflora - Cheeseweed mallow",1,"full leaf out",2022-02-23,"N/A",19,-9999,-9999
"DPA-001","NW","Malva parviflora - Cheeseweed mallow",1,"full leaf out",2022-02-23,"N/A",19,-9999,-9999
"DPA-001","SE","NPV",5,"N/A",2022-02-23,"N/A",19,-9999,-9999
"DPA-001","SE","Soil",4,"N/A",2022-02-23,"N/A",19,-9999,-9999
"DPA-001","SW","Malva parviflora - Cheeseweed mallow",2,"full leaf out",2022-02-23,"N/A",19,-9999,-9999
"DPB-001","NE","Annual grass",2,"last year senescence",2022-02-23,"N/A",16,-9999,-9999
"DPB-001","NE","NPV",1,"N/A",2022-02-23,"N/A",16,-9999,-9999
"DPB-001","NW","NPV",4,"N/A",2022-02-23,"N/A",16,-9999,-9999
"DPB-001","NW","Soil",6,"N/A",2022-02-23,"N/A",16,-9999,-9999
"DPB-001","SE","Medicago polymorpha - bur clover",1,"full leaf out",2022-02-23,"N/A",16,-9999,-9999
"DPB-001","SE","NPV",3,"N/A",2022-02-23,"N/A",16,-9999,-9999
"DPB-001","SE","Soil",4,"N/A",2022-02-23,"N/A",16,-9999,-9999
"DPB-001","SW","Soil",1,"N/A",2022-02-23,"N/A",16,-9999,-9999
"SRA-001","NE","Amsinckia menziesii - Fiddleneck",7,"full leaf out",2022-02-24,"N/A",31,-9999,-9999
"SRA-001","NE","Erodium cicutarium",9,"full leaf out",2022-02-24,"N/A",31,-9999,-9999
"SRA-001","NE","Bromus diandrus - Ripgut brome",4,"last year senescence",2022-02-24,"N/A",31,-9999,-9999
"SRA-001","NE","Soil",3,"N/A",2022-02-24,"N/A",31,-9999,-9999
"SRA-001","SE","Bromus diandrus - Ripgut brome",2,"last year senescence",2022-02-24,"N/A",31,-9999,-9999
"SRA-005","NE","Soil",10,"N/A",2022-02-24,"N/A",67,-9999,-9999
"SRA-005","NW","Soil",6,"N/A",2022-02-24,"N/A",67,-9999,-9999
"SRA-005","SE","Soil",5,"N/A",2022-02-24,"N/A",67,-9999,-9999
"SRA-005","SW","Soil",8,"N/A",2022-02-24,"N/A",67,-9999,-9999
"SRB-001","NE","NPV",1,"N/A",2022-02-24,"N/A",40,-9999,-9999
"SRB-001","NE","Soil",3,"N/A",2022-02-24,"N/A",40,-9999,-9999
"SRB-001","NW","NPV",1,"N/A",2022-02-24,"N/A",40,-9999,-9999
"SRB-001","SE","NPV",1,"N/A",2022-02-24,"N/A",40,-9999,-9999
"SRB-001","SE","Soil",1,"N/A",2022-02-24,"N/A",40,-9999,-9999
"SRB-001","SW","NPV",5,"N/A",2022-02-24,"N/A",40,-9999,-9999
"SRA-007","NE","NPV",4,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","NE","Rock",2,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","NE","Soil",20,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","NW","NPV",4,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","NW","Rock",6,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","NW","Soil",6,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","SE","NPV",4,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","SE","Rock",3,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","SE","Soil",10,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","SW","NPV",5,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","SW","Rock",6,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRA-007","SW","Soil",14,"N/A",2022-02-25,"N/A",58,-9999,-9999
"SRB-004","NE","NPV",8,"N/A",2022-02-25,"N/A",61,-9999,-9999
"SRB-004","NE","Soil",12,"N/A",2022-02-25,"N/A",61,-9999,-9999
"SRB-004","NW","NPV",8,"N/A",2022-02-25,"N/A",61,-9999,-9999
"SRB-004","NW","Soil",7,"N/A",2022-02-25,"N/A",61,-9999,-9999
"SRB-004","SE","NPV",6,"N/A",2022-02-25,"N/A",61,-9999,-9999
"SRB-004","SE","Soil",23,"N/A",2022-02-25,"N/A",61,-9999,-9999
"SRB-004","SW","Annual grass",10,"last year senescence",2022-02-25,"N/A",61,-9999,-9999
"SRB-004","SW","Eschscholzia californica - California poppy",2,"last year senescence",2022-02-25,"N/A",61,-9999,-9999
"SRB-004","SW","NPV",23,"N/A",2022-02-25,"N/A",61,-9999,-9999
"SRB-004","SW","Soil",15,"N/A",2022-02-25,"N/A",61,-9999,-9999
"SRB-007","NE","NPV",27,"N/A",2022-03-01,"N/A",73,-9999,-9999
"SRB-007","NE","Soil",5,"N/A",2022-03-01,"N/A",73,-9999,-9999
"SRB-007","NW","NPV",27,"N/A",2022-03-01,"N/A",73,-9999,-9999
"SRB-007","NW","soil",1,"N/A",2022-03-01,"N/A",73,-9999,-9999
"SRB-007","SE","NPV",18,"N/A",2022-03-01,"N/A",73,-9999,-9999
"SRB-007","SE","Soil",1,"N/A",2022-03-01,"N/A",73,-9999,-9999
"SRB-007","SW","NPV",20,"N/A",2022-03-01,"N/A",73,-9999,-9999
"SRB-008","NE","Soil",12,"N/A",2022-03-01,"N/A",79,-9999,-9999
"SRB-008","NW","NPV",1,"N/A",2022-03-01,"N/A",79,-9999,-9999
"SRB-008","NW","Soil",18,"N/A",2022-03-01,"N/A",79,-9999,-9999
"SRB-008","SE","NPV",1,"N/A",2022-03-01,"N/A",79,-9999,-9999
"SRB-008","SE","Soil",21,"N/A",2022-03-01,"N/A",79,-9999,-9999
"SRB-008","SW","Soil",14,"N/A",2022-03-01,"N/A",79,-9999,-9999
"SRB-009","NE","Lupinus sp. - unknown annual lupine",2,"full leaf out",2022-03-01,"N/A",82,-9999,-9999
"SRB-009","NE","NPV",1,"N/A",2022-03-01,"N/A",82,-9999,-9999
"SRB-009","NE","Soil",4,"N/A",2022-03-01,"N/A",82,-9999,-9999
"SRB-009","NW","Soil",35,"N/A",2022-03-01,"N/A",82,-9999,-9999
"SRB-009","SE","Erodium sp.",4,"full leaf out",2022-03-01,"N/A",82,-9999,-9999
"SRB-009","SE","Medicago polymorpha - bur clover",1,"full leaf out",2022-03-01,"N/A",82,-9999,-9999
"SRB-009","SE","NPV",3,"N/A",2022-03-01,"N/A",82,-9999,-9999
"SRB-009","SE","Soil",18,"N/A",2022-03-01,"N/A",82,-9999,-9999
"SRB-009","SW","NPV",1,"N/A",2022-03-01,"N/A",82,-9999,-9999
"SRB-009","SW","Soil",11,"N/A",2022-03-01,"N/A",82,-9999,-9999
"SRB-010","NE","Carduus pycnocephalus - Italian thistle",1,"full leaf out",2022-03-01,"N/A",85,-9999,-9999
"SRB-010","NE","NPV",32,"N/A",2022-03-01,"N/A",85,-9999,-9999
"SRB-010","NW","NPV",6,"full leaf out",2022-03-01,"N/A",85,-9999,-9999
"SRB-010","NW","Carduus pycnocephalus - Italian thistle",1,"full leaf out",2022-03-01,"N/A",85,-9999,-9999
"SRB-010","SE","NPV",29,"N/A",2022-03-01,"N/A",85,-9999,-9999
"SRB-010","SW","NPV",30,"N/A",2022-03-01,"N/A",85,-9999,-9999
"SRA-010","NE","NPV",32,"N/A",2022-03-02,"N/A",94,-9999,-9999
"SRA-010","NW","NPV",41,"N/A",2022-03-02,"N/A",94,-9999,-9999
"SRA-010","SE","NPV",31,"N/A",2022-03-02,"N/A",94,-9999,-9999
"SRA-010","SW","NPV",33,"N/A",2022-03-02,"N/A",94,-9999,-9999
"SRB-013","NE","NPV",28,"N/A",2022-03-02,"N/A",109,-9999,-9999
"SRB-013","NW","NPV",28,"N/A",2022-03-02,"N/A",109,-9999,-9999
"SRB-013","SE","NPV",28,"N/A",2022-03-02,"N/A",109,-9999,-9999
"SRB-013","SW","Toxicoscordion fremontii - Common star lily",1,"full leaf out",2022-03-02,"N/A",109,-9999,-9999
"SRB-013","SW","NPV",38,"N/A",2022-03-02,"N/A",109,-9999,-9999
"SRB-015","NE","Hypochaeris glabra - Smooth cat's ear",1,"full leaf out",2022-03-02,"N/A",118,-9999,-9999
"SRB-015","NE","NPV",25,"N/A",2022-03-02,"N/A",118,-9999,-9999
"SRB-015","NW","NPV",27,"N/A",2022-03-02,"N/A",118,-9999,-9999
"SRB-015","NW","Rock",1,"N/A",2022-03-02,"N/A",118,-9999,-9999
"SRB-015","SE","NPV",20,"N/A",2022-03-02,"N/A",118,-9999,-9999
"SRB-015","SE","Rock",1,"N/A",2022-03-02,"N/A",118,-9999,-9999
"SRB-015","SW","Hypochaeris glabra - Smooth cat's ear",3,"full leaf out",2022-03-02,"N/A",118,-9999,-9999
"SRB-015","SW","Medicago polymorpha - bur clover",2,"full leaf out",2022-03-02,"N/A",118,-9999,-9999
"SRB-015","SW","NPV",27,"N/A",2022-03-02,"N/A",118,-9999,-9999
"DPB-003","NE","Erodium sp.",1,"full leaf out",2022-03-03,"N/A",124,-9999,-9999
"DPB-003","NW","Erodium moschatum",13,"full leaf out",2022-03-03,"N/A",124,-9999,-9999
"DPB-003","NW","NPV",5,"N/A",2022-03-03,"N/A",124,-9999,-9999
"DPB-003","SE","NPV",16,"N/A",2022-03-03,"N/A",124,-9999,-9999
"DPB-003","SE","Soil",5,"N/A",2022-03-03,"N/A",124,-9999,-9999
"DPB-003","SW","Erodium sp.",4,"full leaf out",2022-03-03,"N/A",124,-9999,-9999
"DPB-003","SW","Lupinus bicolor - Bicolored lupine",1,"full leaf out",2022-03-03,"N/A",124,-9999,-9999
"DPB-003","SW","NPV",9,"N/A",2022-03-03,"N/A",124,-9999,-9999
"DPB-004","NE","Calandrinia menzieszii - Red maids",1,"full leaf out",2022-03-03,"N/A",133,-9999,-9999
"DPB-004","NE","NPV",1,"N/A",2022-03-03,"N/A",133,-9999,-9999
"DPB-004","NW","Calandrinia menzieszii - Red maids",1,"full leaf out",2022-03-03,"N/A",133,-9999,-9999
"DPB-004","NW","NPV",3,"N/A",2022-03-03,"N/A",133,-9999,-9999
"DPB-004","NW","Soil",6,"N/A",2022-03-03,"N/A",133,-9999,-9999
"DPB-004","SE","NPV",4,"N/A",2022-03-03,"N/A",133,-9999,-9999
"DPB-004","SE","Soil",11,"N/A",2022-03-03,"N/A",133,-9999,-9999
"DPB-004","SW","Amsinckia menziesii - Fiddleneck",1,"full leaf out",2022-03-03,"N/A",133,-9999,-9999
"DPB-004","SW","NPV",7,"N/A",2022-03-03,"N/A",133,-9999,-9999
"DPB-004","SW","Soil",6,"N/A",2022-03-03,"N/A",133,-9999,-9999
"DPB-005","NE","Calandrinia menzieszii - Red maids",2,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NE","Erodium sp.",15,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NE","Eschscholzia californica - California poppy",1,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NE","Layia platyglossa - Coastal tidytips",1,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NE","Stipa sp. - Needlegrass",1,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NE","NPV",5,"N/A",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NE","Soil",12,"N/A",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NW","Erodium sp.",3,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NW","Festuca perennis",2,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NW","Lepidium nitidum",6,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NW","NPV",2,"N/A",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","NW","Soil",21,"N/A",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SE","Erodium sp.",9,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SE","Eschscholzia californica - California poppy",2,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SE","Layia platyglossa - Coastal tidytips",2,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SE","NPV",11,"N/A",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SE","Soil",5,"N/A",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SW","Erodium sp.",3,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SW","Hypochaeris glabra - Smooth cat's ear",1,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SW","Layia platyglossa - Coastal tidytips",7,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SW","Lepidium nitidum",7,"full leaf out",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SW","NPV",14,"N/A",2022-03-03,"N/A",142,-9999,-9999
"DPB-005","SW","Soil",5,"N/A",2022-03-03,"N/A",142,-9999,-9999
"DPA-013","NE","NPV",14,"N/A",2022-03-09,"N/A",187,-9999,-9999
"DPA-013","NW","NPV",16,"N/A",2022-03-09,"N/A",187,-9999,-9999
"DPA-013","NW","Soil",5,"N/A",2022-03-09,"N/A",187,-9999,-9999
"DPA-013","SE","NPV",22,"N/A",2022-03-09,"N/A",187,-9999,-9999
"DPA-013","SW","NPV",11,"N/A",2022-03-09,"N/A",187,-9999,-9999
"DPB-009","NE","NPV",39,"N/A",2022-03-09,"N/A",199,-9999,-9999
"DPB-009","NW","NPV",1,"N/A",2022-03-09,"N/A",199,-9999,-9999
"DPB-009","SE","NPV",1,"N/A",2022-03-09,"N/A",199,-9999,-9999
"DPB-009","SW","NPV",7,"N/A",2022-03-09,"N/A",199,-9999,-9999
"SRA-019","NE","NPV",43,"N/A",2022-03-10,"N/A",217,-9999,-9999
"SRA-019","NE","Soil",3,"N/A",2022-03-10,"N/A",217,-9999,-9999
"SRA-019","NW","NPV",6,"N/A",2022-03-10,"N/A",217,-9999,-9999
"SRA-019","NW","Soil",8,"N/A",2022-03-10,"N/A",217,-9999,-9999
